imdbid,autor
tt2494376,John Ridgway (character created by: Constantine)
tt2494376,Arnold Drake (character created by: Deadman)
tt2494376,Jack Kirby (character created by: Jason Blood/Etrigan)
tt2494376,Len Wein (character created by: Swamp Thing)
tt2494376,Bernie Wrightson (character created by: Swamp Thing)
tt2494376,Gardner Fox (character created by: Zatanna)
tt2494376,Murphy Anderson (character created by: Zatanna)
tt2507174,Masafumi Nishida
tt2512582,Sarah McCarthy
tt2523832,Amy S. Weber
tt2543796,Michael Jacobs
tt2543796,April Kelly
tt2577172,Nick Gordon
tt2578426,N/A
tt2580046,N/A
tt2582496,Jesse Andrews
tt25899504,N/A
tt26229508,N/A
tt26258200,Mae Mi
tt2635474,Négar Djavadi
tt2635474,Charlotte Paillieux
tt2639344,Ira Sachs
tt2639344,Mauricio Zacharias
tt26413708,Andrei Tanase
tt26426076,N/A
tt26453369,Marc Maron
tt2650978,Martin Ambrosch
tt2650978,Andreas Prochaska
tt2650978,Thomas Willmann
tt2652118,John Fusco
tt2652118,Du Lu Wang
tt2652118,Bey Logan
tt26596953,Marcin Baczynski
tt26596953,Mariusz Kuczewski
tt26596953,Tadeusz Dolega-Mostowicz
tt2664880,Kjersti Helen Rasmussen
tt2664880,Pål Øie
tt2704998,Mark Perez
tt27051027,Chethan Keshav
tt27054481,Jim Gaffigan
tt2709022,N/A
tt2734628,Juliet Lamont
tt2737206,N/A
tt27502265,N/A
tt2756032,Justin Lader
tt27655393,K Dasaradh
tt27655393,Kishore Gopu
tt27655393,Shiva Mokka
tt27930156,Nikhil Mahajan
tt28066777,Charlie Kaufman
tt28066777,Emma Yarlett
tt28066777,Lloyd Taylor
tt28073548,Katharine McPhee
tt28073548,Adrian Powers
tt28073548,Caera Bradshaw
tt28076458,N/A
tt28131729,Xiaoda Huang
tt28182736,Greg Glienna
tt28182736,Peter Stass
tt28182736,Kirsten Guenther
tt28197236,N/A
tt28228754,N/A
tt2866824,Wade Gasque
tt2866824,Mark Strano
tt2872724,Javier Gullón
tt2872724,David Pastor
tt2872724,Àlex Pastor
tt2872750,Mark Burton
tt2872750,Richard Starzak
tt2872750,Nick Park
tt2873282,Justin Haythe
tt2873282,Jason Matthews
tt2910508,Mike Nguyen Le
tt2911674,Simon Lewis
tt2914740,Michael Medaglia
tt3014284,Bob Logan
tt3014284,Paul Fisher
tt3014284,William Wheeler
tt30446769,N/A
tt30517551,Anja Salomonowitz
tt3058736,Mela Rayne
tt3068194,Whit Stillman
tt3068194,Jane Austen
tt3073256,Ananta Jalil
tt30845371,Ke Shang
tt3089326,Carlos Vermut
tt3115906,Robin Bain
tt31193442,N/A
tt31250580,N/A
tt31497750,N/A
tt3155734,Tristan Price
tt3172532,Phoebe Gloeckner
tt3172532,Marielle Heller
tt3173678,N/A
tt3204012,Masafumi Nishida
tt3204144,Thomas Cailley
tt3204144,Claude Le Pape
tt3260524,Chris Bolan
tt3260524,Alexa L. Fogel
tt3260524,Brendan Mason
tt3263436,Patricio Ginelsa
tt3263436,John Hervey
tt3278540,Ayn Carrillo Gailey
tt3278540,Andrea Marcellus
tt3313102,N/A
tt3317234,Anders Holm
tt3317234,Kyle Newacheck
tt3317234,Adam Devine
tt3359350,Anthony Bagarozzi
tt3359350,Chuck Mondry
tt3359350,R. Lance Hill
tt3366668,Bruce Timm
tt3366668,Eric Radomski
tt3366668,Bob Kane
tt3387520,Dan Hageman
tt3387520,Kevin Hageman
tt3387520,Guillermo del Toro
tt3397556,Ian Kessner
tt3397556,Bo Ransdell
tt3399042,Cyprien Vial
tt3399042,Marie Amachoukeli-Barsacq
tt3399042,Céline Sciamma
tt3469052,N/A
tt3479858,Rajesh Ganguly
tt3479858,Chuck Palahniuk
tt3479858,Neeraj Pandey
tt3513498,Phil Lord
tt3513498,Christopher Miller
tt3513498,Matthew Fogel
tt3514886,Jeff Lowell
tt3565486,N/A
tt3585004,Junli Guo
tt3585004,Lei Jin
tt3585004,Huanhuan Zhang
tt3591696,Douglas Schulze
tt3591696,Jonathan D'Ambrosio
tt3606888,James Bowen
tt3606888,Garry Jenkins
tt3606888,Tim John
tt3631112,Erin Cressida Wilson
tt3631112,Paula Hawkins
tt3666024,Michael Dudok de Wit
tt3666024,Pascale Ferran
tt3697842,N/A
tt3748172,Mike Flanagan
tt3748172,Jeff Howard
tt3748172,Stephen King
tt3759370,Arthur Harari
tt3759370,Vincent Poymiro
tt3759370,Agnès Feuvre
tt3771570,Jacob Chelkowski
tt3774694,Gaspar Noé
tt3780208,Antony Jones
tt3780208,Edward Evers-Swindell
tt3853830,Sameer Gardezi
tt3853830,Lena Khan
tt3853830,Meera Simhan
tt3881026,Jesse Haaja
tt3881026,Pekka Lehtosaari
tt3881026,Miika J. Norvanto
tt3889156,Lee Apsey
tt3889156,Coz Greenop
tt3896738,Ben Young
tt3908142,Anna Biller
tt3911554,N/A
tt3950078,Bo Qu
tt3950078,Jianxin Huang
tt3950078,Tsui Hark
tt3981658,Du Lu Wang
tt3986586,Jeff Franklin
tt3998324,N/A
tt4003440,Lars von Trier
tt4003440,Jenle Hallund
tt4030442,Demian Fox
tt4030442,Conor McMahon
tt4031224,N/A
tt4061080,Judd Apatow
tt4061080,Lesley Arfin
tt4061080,Paul Rust
tt4062536,Jeremy Saulnier
tt4074502,Belinda Sallin
tt4103724,Bethany Ashton Wolf
tt4103724,Heidi McLaughlin
tt4116284,Seth Grahame-Smith
tt4116284,Chris McKenna
tt4116284,Erik Sommers
tt4129870,Elizabeth Wood
tt4137902,Louise Osmond
tt4159076,Joseph Mallozzi
tt4159076,Paul Mullie
tt4162866,Christopher André Marks
tt4171544,James Bushe
tt4171544,John Thomas
tt4176826,David Wnendt
tt4176826,Mizzi Meyer
tt4176826,Timur Vermes
tt4209492,Caroline Alexander
tt4209788,Aaron Sorkin
tt4209788,Molly Bloom
tt4224754,Michael Pugliese
tt4224754,Prem Singh
tt4267026,Stephen Cognetti
tt4273562,Kazuki Takahashi
tt4273562,Satoshi Kuwabara
tt4273562,Masahiro Hikokubo
tt4280606,N/A
tt4353250,Jimmie Fails
tt4353250,Joe Talbot
tt4353250,Rob Richert
tt4447518,Simon Dixon
tt4447518,Mick Donnellan
tt4447518,Gareth Coulam Evans
tt4481514,Brendan O'Brien
tt4481514,Andrew Jay Cohen
tt4500922,T.S. Nowlin
tt4500922,James Dashner
tt4509840,Barry Keating
tt4509840,Milan Konjevic
tt4547056,Mike Carey
tt4568328,Radek Bajgar
tt4568328,Mirka Zlatníková
tt4572820,N/A
tt4578474,I. Marlene King
tt4578474,Rebecca Serle
tt4595186,Jessica Knoll
tt4599430,N/A
tt4630550,Jean-Pierre Dardenne
tt4630550,Luc Dardenne
tt4666618,Sajid Akbar
tt4666618,Alison Amron
tt4666618,Parvez Sharma
tt4686844,Fabien Nury
tt4686844,Thierry Robin
tt4686844,Armando Iannucci
tt4699388,Marcos Carnevale
tt4699388,Laurent Tirard
tt4699388,Grégoire Vigneron
tt4702300,Peter Duncanson
tt4741310,N/A
tt4742700,N/A
tt4761916,Stephen Susco
tt4770018,N/A
tt4787052,N/A
tt4791322,Hernán Belón
tt4791322,Marcelo Pitrola
tt4795016,Ema Kodaka (script writing)
tt4795016,Ian Milton-Polley (script writing)
tt4795016,Ryan Morris (script writing)
tt4801682,Vi Anand
tt4801682,Abburi Ravi
tt4805316,Liam Gavin
tt4823776,Tim Hill
tt4823776,Jonathan Aibel
tt4823776,Glenn Berger
tt4850642,N/A
tt4877122,Tony Leondis
tt4877122,Eric Siegel
tt4877122,Mike White
tt4901756,Svyatoslav Podgaevskiy
tt4922692,Josh Lawson
tt4922692,Paco León
tt4922692,Fernando Pérez
tt4943998,David Milch
tt4943998,Bryan Law
tt4970294,N/A
tt5017192,Sippy Gill
tt5017192,Surmeet Maavi
tt5017192,Vishal Sethi
tt5057140,Macon Blair
tt5057140,William Giraldi
tt5058828,Chester Hill
tt5058828,Rory Klein
tt5058828,Sage Klein
tt5066556,Park Hoon-jung
tt5068650,Michael McQuown
tt5096470,Dean Craig
tt5096470,Francis Nief
tt5096470,Christelle Raynal
tt5098128,Sukumar
tt5098128,Buchi Babu Sana
tt5098128,Srinivas Rongali
tt5112578,Ben Collins
tt5112578,Luke Piotrowski
tt5133998,N/A
tt5160614,Dan Bush
tt5160614,Conal Byrne
tt5164432,Becky Albertalli
tt5164432,Elizabeth Berger
tt5164432,Isaac Aptaker
tt5177088,Jay Basu
tt5177088,Fede Alvarez
tt5177088,Steven Knight
tt5232622,N/A
tt5247042,Jean-Christophe Hervé
tt5247042,Cedric Perrin
tt5247042,Gilles Thompson
tt5258128,Joshua Leonard
tt5258128,Rebecca Lowman
tt5266218,Sampath Nandi
tt5281134,Tim Sutton
tt5302658,Sandra Berg
tt5302658,Judith Berg
tt5308322,Scott Lobdell
tt5311542,Florian Henckel von Donnersmarck
tt5323662,Yoshitoki Ôima
tt5323662,Reiko Yoshida
tt5339462,N/A
tt5397520,Mati Kochavi
tt5460530,John Mankiewicz
tt5460530,Joyce Carol Oates
tt5465496,Swapan Saha
tt5478730,Sarah Gubbins
tt5478730,Joey Soloway
tt5575678,N/A
tt5581752,Federico Alotto
tt5581752,Andrea Zirio
tt5600406,N/A
tt5607976,Jack Thorne
tt5611978,Aina Clotet
tt5634998,Sophia Kruz
tt5634998,Andrew Solomon
tt5695180,Jasna Nanut
tt5700176,Clio Barnard
tt5700176,Lila Rawlings
tt5700176,Rose Tremain
tt5729304,N/A
tt5753856,Baran bo Odar
tt5753856,Jantje Friese
tt5768632,N/A
tt5779228,Paul A. Kaplan
tt5779228,Mark Torgove
tt5779228,David Reynolds
tt5785170,Medha Jadhav
tt5785170,Siddharth-Garima
tt5785170,Siddharth Singh
tt5834800,Carey Dickson
tt5844304,N/A
tt5845332,N/A
tt5850588,João Dumans
tt5866284,Adam Creed (novel)
tt5866284,Chris Lang
tt5876392,N/A
tt5898016,Betty Yurdin
tt5898016,Alla Grachyova
tt5927634,N/A
tt5936866,Brendan Higgins
tt5956100,Neelesh Misra
tt5956100,Ali Abbas Zafar
tt5956100,Aditya Chopra
tt5995602,Yoganandh Muddhan
tt5995602,Udhay Pottipadu
tt5995602,Tarun Sudhir
tt6007398,Ute Wieland
tt6007398,Stefanie Mühlhan
tt6010216,Leslie Zemeckis
tt6012380,Owen McCafferty
tt6048596,Derek Simonds
tt6053512,Dana Fox
tt6053512,Dara Resnik
tt6082614,Jakob Lass
tt6082614,Eva-Maria Reimer
tt6082614,Ines Schiller
tt6089664,Karl Ammann
tt6089664,Nick Cockayne
tt6089664,Laurin Merz
tt6095472,Peter Ackerman
tt6095472,Eyal Podell
tt6095472,Jonathon E. Stewart
tt6107548,Mindy Kaling
tt6121444,François Bégaudeau
tt6121444,Abdellatif Kechiche
tt6121444,Ghalya Lacroix
tt6132720,N/A
tt6138404,N/A
tt6143422,Nitin Dixit
tt6204018,Hannes Holm
tt6205862,N/A
tt6263222,N/A
tt6286736,N/A
tt6300838,N/A
tt6335734,Tomihiko Morimi
tt6335734,Makoto Ueda
tt6350332,N/A
tt6402468,Peter Thorwarth
tt6402468,Stefan Holtz
tt6450804,David S. Goyer
tt6450804,Justin Rhodes
tt6450804,Billy Ray
tt6520654,Basheer Aldeek
tt6562866,Trevor Noah
tt6565702,Simon Kinberg
tt6571548,Ramin Bahrani
tt6571548,Aravind Adiga
tt6633182,Kimberly Reed
tt6633182,Jay Arthur Sterrenberg
tt6718170,Matthew Fogel
tt6735740,Daniel Keith
tt6763664,Mike Flanagan
tt6832388,Justin P. Lange
tt6874762,Eli Kent
tt6874762,James Ashcroft
tt6874762,Owen Marshall
tt6876788,Peter Daskaloff
tt6892400,Donato Carrisi
tt6893836,N/A
tt6905542,Jeffrey Addiss
tt6905542,Will Matthews
tt6966692,Nick Vallelonga
tt6966692,Brian Hayes Currie
tt6966692,Peter Farrelly
tt6967980,Nicolas Barreau
tt6967980,Shreyas Jain
tt6967980,Nitesh Tiwari
tt7129636,Matthew A. Cherry
tt7201846,Alexis Michalik
tt7211438,N/A
tt7264080,Louis C.K.
tt7264080,Vernon Chatman
tt7466442,Loren Bouchard
tt7466442,Nora Smith
tt7466442,Tony Gennaro
tt7479692,K.V. Raju
tt7492256,N/A
tt7564016,Vilok Shetty
tt7598448,N/A
tt7608028,Matt Angel
tt7608028,Suzanne Coote
tt7644680,N/A
tt7657566,Michael Green
tt7657566,Agatha Christie
tt7772602,Corinne Kingsbury
tt7772602,Anna Fisher
tt7808566,Dean Bakopoulos
tt7808566,Christina Lee
tt7808566,Alissa Nutting
tt7853242,Asif Ali Beg
tt7853242,Anand Tiwari
tt7853242,Sumeet Vyas
tt7918842,Carl Svensson
tt7972012,Jean-François Halin
tt7972012,Nicolas Bedos
tt7972012,Jean Bruce
tt7991608,Rawson Marshall Thurber
tt8006374,Natalya Dubovaya
tt8006374,Ivan Kapitonov
tt8006374,Svyatoslav Podgaevskiy
tt8010354,Judith Kerr
tt8010354,Joanna Harrison
tt8097030,Domee Shi
tt8097030,Julia Cho
tt8097030,Sarah Streicher
tt8110246,Alan Ritchson
tt8110246,Joshua Montcalm
tt8119680,Tae-Gyun Kim
tt8119680,Kyung-taek Kwak
tt8123886,Kwang-kuk Lee
tt8130518,J.J. Kaiser
tt8201142,N/A
tt8246058,N/A
tt8254556,Lukas Dhont
tt8254556,Angelo Tijssens
tt8254880,Fujita
tt8259114,N/A
tt8265928,Hugo Gélin
tt8265928,Igor Gotesman
tt8265928,Benjamin Parent
tt8269120,Carl Strathie
tt8310486,Jade Halley Bartlett
tt8310674,Gina Wendkos
tt8356394,Tom Putnam
tt8356394,Robert M. Pyle
tt8386654,Joshua Mazerolle
tt8386654,Daniel Joseph Rizzuto
tt8386654,Sharon Taylor
tt8427140,N/A
tt8433210,Oscar Cardenas
tt8433210,Maria Gabriela Cardenas
tt8508734,Remi Weekes
tt8508734,Felicity Evans
tt8508734,Toby Venables
tt8521778,Terence Winter
tt8521778,Frank E. Flowers
tt8521778,Zach Baylin
tt8543390,N/A
tt8725166,N/A
tt8824648,N/A
tt8847740,N/A
tt8907992,Gaurav Shukla
tt8907992,Ribhu Dasgupta
tt8907992,Abhijeet Khuman
tt8993398,Hajime Kamoshida
tt9026184,Greg Newman
tt9026184,Trent Haaga
tt9026184,Ben Parker
tt9046556,Jeff Zimbalist
tt9046556,Michael Zimbalist
tt9063902,María Mínguez
tt9071322,Nathaniel Rich
tt9071322,Mario Correa
tt9071322,Matthew Michael Carnahan
tt9135260,Padraig Reynolds
tt9145880,N/A
tt9159144,Evan Husney
tt9159144,Jason Eisener
tt9179284,Mina Itaba
tt9204328,Michael Gilio
tt9204328,Norman Partridge
tt9243804,David Lowery
tt9243804,The Gawain Poet
tt9248940,Nirmaan Dsingh
tt9248940,Niket Pandey
tt9248940,Raaj Shaandilyaa
tt9252508,Sam Wolfson
tt9286542,William S. Burroughs
tt9286542,Paul Cullum
tt9286542,Tom Huckabee
tt9315722,N/A
tt9319380,Julie Nadezna
tt9325320,Josephine Bornebusch
tt9354842,Sofia Alvarez
tt9354842,J. Mills Goodloe
tt9354842,Jenny Han
tt9398640,Scott Aukerman
tt9398640,Zach Galifianakis
tt9448932,Jake Brunger
tt9448932,Eliza Schroeder
tt9448932,Mahalia Rimmer
tt9522300,N/A
tt9561862,Tim Miller
tt9614090,N/A
tt9632590,Teddy Lussi-Modeste
tt9632590,Rebecca Zlotowski
tt9685282,Kôtarô Isaka
tt9685282,Yu Li
tt9688874,Vamsee
tt9688874,Srikanth Vissa
tt9721776,N/A
tt9731534,Ben Collins
tt9731534,Luke Piotrowski
tt9801400,James Cotton
tt9827834,Eugene Ashe
tt9838428,N/A
tt9860728,Elizabeth Hackett
tt9860728,Hilary Galanoy
tt9869424,Aaron Cohen
